Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
KE11,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,384.600985,-202.807303,0.0,top
KE12,CPG151101S11-1,SW_Cherry_MX_1.75u_Hotswap,403.650985,-202.807303,0.0,top
KE13,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,439.369785,-205.188503,0.0,top
KF0,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,154.382585,-221.857303,0.0,top
KF1,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,178.195085,-221.857303,0.0,top
KF2,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,207.217985,-221.918303,-12.0,top
KF3,CPG151101S11-1,SW_Cherry_MX_2.75u_Hotswap_Reversed,230.510185,-226.869203,-12.0,top
KF4,CPG151101S11-1,SW_Cherry_MX_2.25u_Hotswap_Reversed,307.236985,-237.761203,12.0,top
KF5,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,358.479685,-226.869203,12.0,top
KF6,CPG151101S11-1,SW_Cherry_MX_1.25u_Hotswap,386.982285,-221.857303,0.0,top
KF7,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,420.319785,-224.238503,0.0,top
KF8,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,439.369785,-224.238503,0.0,top
KF9,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,458.419785,-224.238503,0.0,top
KF10,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,439.369785,-121.844803,0.0,top
KF11,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,458.419785,-121.844803,0.0,top
KF12,CPG151101S11-1,SW_Cherry_MX_1.00u_Hotswap,456.038485,-145.657303,0.0,top
R0,1k,R_0402_1005Metric,313.894999,-152.354999,270.0,bottom
R1,5k1,R_0402_1005Metric,292.625,-138.845,90.0,bottom
R2,5k1,R_0402_1005Metric,296.355,-138.865,90.0,bottom
R3,27,R_0402_1005Metric,295.045,-152.935,270.0,bottom
R4,27,R_0402_1005Metric,294.045,-152.94,270.0,bottom
R5,1k,R_0402_1005Metric,295.955,-167.215,90.0,bottom
R6,1k,R_0402_1005Metric,290.085,-169.015,90.0,bottom
RGBA0,SK6812MINI-E,SK6812-MINI-E_back,161.515,-136.365,0.0,top
RGBA1,SK6812MINI-E,SK6812-MINI-E_back,182.955,-136.365,0.0,top
RGBA2,SK6812MINI-E,SK6812-MINI-E_back,202.785359,-137.035186,-4.0,top
RGBA3,SK6812MINI-E,SK6812-MINI-E_back,222.550667,-139.066444,-8.0,top
RGBA4,SK6812MINI-E,SK6812-MINI-E_back,242.115,-142.425,-12.0,top
RGBA5,SK6812MINI-E,SK6812-MINI-E_back,263.535,-146.275,-7.0,top
RGBA6,SK6812MINI-E,SK6812-MINI-E_back,283.495,-148.325,-5.0,top
RGBA7,SK6812MINI-E,SK6812-MINI-E_back,305.50007,-148.324392,5.0,top
RGBA8,SK6812MINI-E,SK6812-MINI-E_back,325.445,-146.275,7.0,top
RGBA9,SK6812MINI-E,SK6812-MINI-E_back,346.886657,-142.428785,12.0,top
RGBA10,SK6812MINI-E,SK6812-MINI-E_back,366.445,-139.065,8.0,top
RGBA11,SK6812MINI-E,SK6812-MINI-E_back,386.195,-137.045,4.0,top
RGBA12,SK6812MINI-E,SK6812-MINI-E_back,406.025,-136.365,0.0,top
RGBA13,SK6812MINI-E,SK6812-MINI-E_back,427.465,-136.365,0.0,top
RGBB0,SK6812MINI-E,SK6812-MINI-E_back,161.525,-160.185,0.0,top
RGBB1,SK6812MINI-E,SK6812-MINI-E_back,180.575,-160.165,0.0,top
RGBB2,SK6812MINI-E,SK6812-MINI-E_back,199.625,-157.795,0.0,top
RGBB3,SK6812MINI-E,SK6812-MINI-E_back,219.575,-161.485,-12.0,top
RGBB4,SK6812MINI-E,SK6812-MINI-E_back,238.21479,-165.458436,-12.0,top
RGBB5,SK6812MINI-E,SK6812-MINI-E_back,256.84479,-169.418436,-12.0,top
RGBB6,SK6812MINI-E,SK6812-MINI-E_back,275.475,-173.375,-12.0,top
RGBB7,SK6812MINI-E,SK6812-MINI-E_back,313.516657,-173.378786,12.0,top
RGBB8,SK6812MINI-E,SK6812-MINI-E_back,332.146657,-169.408786,12.0,top
RGBB9,SK6812MINI-E,SK6812-MINI-E_back,350.785,-165.455,12.0,top
RGBB10,SK6812MINI-E,SK6812-MINI-E_back,369.416657,-161.488786,12.0,top
RGBB11,SK6812MINI-E,SK6812-MINI-E_back,389.365,-157.805,0.0,top
RGBB12,SK6812MINI-E,SK6812-MINI-E_back,408.425,-160.185,0.0,top
RGBB13,SK6812MINI-E,SK6812-MINI-E_back,436.995,-160.175,0.0,top
RGBC0,SK6812MINI-E,SK6812-MINI-E_back,166.285,-179.235,0.0,top
RGBC1,SK6812MINI-E,SK6812-MINI-E_back,190.105,-179.235,0.0,top
RGBC2,SK6812MINI-E,SK6812-MINI-E_back,210.385,-179.015,-12.0,top
RGBC3,SK6812MINI-E,SK6812-MINI-E_back,229.01479,-182.978436,-12.0,top
RGBC4,SK6812MINI-E,SK6812-MINI-E_back,247.655,-186.935,-12.0,top
RGBC5,SK6812MINI-E,SK6812-MINI-E_back,266.285,-190.895,-12.0,top
RGBC6,SK6812MINI-E,SK6812-MINI-E_back,322.706657,-190.898786,12.0,top
RGBC7,SK6812MINI-E,SK6812-MINI-E_back,341.335,-186.935,12.0,top
RGBC8,SK6812MINI-E,SK6812-MINI-E_back,359.976657,-182.968786,12.0,top
RGBC9,SK6812MINI-E,SK6812-MINI-E_back,378.605,-179.015,12.0,top
RGBC10,SK6812MINI-E,SK6812-MINI-E_back,398.885,-179.225,0.0,top
RGBC11,SK6812MINI-E,SK6812-MINI-E_back,417.945,-179.235,0.0,top
RGBC12,SK6812MINI-E,SK6812-MINI-E_back,436.995,-179.235,0.0,top
RGBC13,SK6812MINI-E,SK6812-MINI-E_back,460.805,-179.225,0.0,top
RGBD0,SK6812MINI-E,SK6812-MINI-E_back,166.285,-198.285,0.0,top
RGBD1,SK6812MINI-E,SK6812-MINI-E_back,192.485,-198.285,0.0,top
RGBD2,SK6812MINI-E,SK6812-MINI-E_back,212.77479,-198.998436,-12.0,top
RGBD3,SK6812MINI-E,SK6812-MINI-E_back,231.39479,-202.948436,-12.0,top
RGBD4,SK6812MINI-E,SK6812-MINI-E_back,250.03479,-206.908436,-12.0,top
RGBD5,SK6812MINI-E,SK6812-MINI-E_back,268.66479,-210.878436,-12.0,top
RGBD6,SK6812MINI-E,SK6812-MINI-E_back,294.495,-222.095,0.0,top
RGBD7,SK6812MINI-E,SK6812-MINI-E_back,320.326657,-210.878786,12.0,top
RGBD8,SK6812MINI-E,SK6812-MINI-E_back,338.955,-206.915,12.0,top
RGBD9,SK6812MINI-E,SK6812-MINI-E_back,357.586657,-202.948786,12.0,top
RGBD10,SK6812MINI-E,SK6812-MINI-E_back,376.226657,-198.988786,12.0,top
RGBD11,SK6812MINI-E,SK6812-MINI-E_back,396.505,-198.285,0.0,top
RGBD12,SK6812MINI-E,SK6812-MINI-E_back,415.555,-198.265,0.0,top
RGBD13,SK6812MINI-E,SK6812-MINI-E_back,446.515,-198.275,0.0,top
RGBE0,SK6812MINI-E,SK6812-MINI-E_back,163.905,-217.335,0.0,top
RGBE1,SK6812MINI-E,SK6812-MINI-E_back,194.875,-217.335,0.0,top
RGBE2,SK6812MINI-E,SK6812-MINI-E_back,215.145,-218.975,-12.0,top
RGBE3,SK6812MINI-E,SK6812-MINI-E_back,233.775,-222.935,-12.0,top
RGBE4,SK6812MINI-E,SK6812-MINI-E_back,252.415,-226.895,-12.0,top
RGBE5,SK6812MINI-E,SK6812-MINI-E_back,271.04479,-230.868436,-12.0,top
RGBE6,SK6812MINI-E,SK6812-MINI-E_back,294.49,-241.135,0.0,top
RGBE7,SK6812MINI-E,SK6812-MINI-E_back,317.945,-230.855,12.0,top
RGBE8,SK6812MINI-E,SK6812-MINI-E_back,336.575,-226.905,12.0,top
RGBE9,SK6812MINI-E,SK6812-MINI-E_back,355.205,-222.935,12.0,top
RGBE10,SK6812MINI-E,SK6812-MINI-E_back,373.845,-218.975,12.0,top
RGBE11,SK6812MINI-E,SK6812-MINI-E_back,394.125,-217.335,0.0,top
RGBE12,SK6812MINI-E,SK6812-MINI-E_back,420.325,-217.335,0.0,top
RGBE13,SK6812MINI-E,SK6812-MINI-E_back,448.895,-219.715,0.0,top
RGBF0,SK6812MINI-E,SK6812-MINI-E_back,166.295,-236.365,0.0,top
RGBF1,SK6812MINI-E,SK6812-MINI-E_back,190.105,-236.375,0.0,top
RGBF2,SK6812MINI-E,SK6812-MINI-E_back,215.84479,-238.598436,-12.0,top
RGBF3,SK6812MINI-E,SK6812-MINI-E_back,253.11479,-246.518436,-12.0,top
RGBF4,SK6812MINI-E,SK6812-MINI-E_back,331.216657,-247.508786,12.0,top
RGBF5,SK6812MINI-E,SK6812-MINI-E_back,373.146657,-238.598786,12.0,top
RGBF6,SK6812MINI-E,SK6812-MINI-E_back,398.895,-236.385,0.0,top
RGBF7,SK6812MINI-E,SK6812-MINI-E_back,429.845,-238.765,0.0,top
RGBF8,SK6812MINI-E,SK6812-MINI-E_back,448.895,-238.755,0.0,top
RGBF9,SK6812MINI-E,SK6812-MINI-E_back,467.945,-238.765,0.0,top
RGBF10,SK6812MINI-E,SK6812-MINI-E_back,448.895,-136.365,0.0,top
RGBF11,SK6812MINI-E,SK6812-MINI-E_back,467.945,-136.375,0.0,top
RGBF12,SK6812MINI-E,SK6812-MINI-E_back,465.565,-160.185,0.0,top
RGBI0,SK6812MINI-E,SK6812-MINI-E_back,148.44,-174.232303,-90.0,top
RGBI1,SK6812MINI-E,SK6812-MINI-E_back,146.94,-160.24,-90.0,top
RGBI2,SK6812MINI-E,SK6812-MINI-E_back,146.94,-150.26,-90.0,top
RSW1,SW_RST,SW_RST,145.23,-140.840003,90.0,top
RSW2,SW_RST,SW_RST,145.23,-130.84,90.0,top
U1,XC6206PxxxMR-Regulator_Linear,SOT-23,291.655,-149.3775,90.0,bottom
U2,W25Q32JVS,SOIC-8_5.23x5.23mm_P1.27mm,308.595,-154.755,0.0,bottom
U3,RP2040,RP2040-QFN-56,295.7575,-161.4475,0.0,bottom
U4,USBLC6-2SC6,SOT-23-6,294.485,-145.235,90.0,bottom
Y1,12MHz Crystal 3225,Crystal_SMD_3225-4Pin_3.2x2.5mm,297.055,-170.115,180.0,bottom
